timestamp,run,area,site,iteration,kind,label,sweep,n_points,elapsed_s,status,vth_cc,ss,decades,id_on,ig_max,hysteresis_V,compliance_hit,path,note
2026-08-19T15:16:35,260819_151605,A,1,0,transfer,seed_BG_from_stack,BG -5→19V 161pt single,161,9.3,propose,2.143,0.451,6.52,4.503e-06,1.472e-12,,False,260819_151605\A\1\iter00_tr_BG_-5to19V_161pt_sgl_VD0.1,"목적이 Vth·SS·on/off 비뿐이므로 히스테리시스용 왕복은 불필요하다 — single 로 바꿔 누적 스트레스를 절반으로 줄인다. off 바닥(1e-13 A)을 확실히 잡으려면 turn-on(Vth 1.55 V) 아래로 SS 0.27 V/dec 기준 7 decade 인 약 -0.4 V 보다 더 내려간 -5 V 면 여유롭고, 상단은 자료가 on 전류를 규"
2026-08-19T15:17:25,260819_151605,A,1,1,transfer,seed_BG_from_stack,BG -5→12V 341pt double,682,33.5,converged,2.755,0.418,6.16,2.191e-06,1.882e-12,-0.342,False,260819_151605\A\1\iter01_tr_BG_-5to12V_341pt_dbl_VD0.1,"턴 0 은 깨끗한 n형 전달특성이다: turn-on 이 창 안(약 0.4 V 부터 상승), decades=6.52, id_off≈1.4e-12 A 로 floor 가 노이즈 수준, ig_max=1.5e-12 A 로 Ig/Id≈3e-7, compliance 미접촉 — 누설/사망/극성 이상은 없다. 다만 SS=0.451 V/dec 가 0.15 V 스텝에서 단 5"
2026-08-19T15:18:10,260819_151605,A,2,0,transfer,seed_BG_from_stack,BG -5→19V 161pt single,161,32.7,propose,1.577,0.506,6.39,4.659e-06,1.8e-12,,False,260819_151605\A\2\iter00_tr_BG_-5to19V_161pt_sgl_VD0.1,"목적이 Vth·SS·on/off 비뿐이므로 히스테리시스용 왕복은 불필요하다 — single 로 바꿔 누적 스트레스를 절반으로 줄인다. off 바닥(1e-13 A)을 확실히 잡으려면 turn-on(Vth 1.55 V) 아래로 SS 0.27 V/dec 기준 7 decade 인 약 -0.4 V 보다 더 내려간 -5 V 면 여유롭고, 상단은 자료가 on 전류를 규"
2026-08-19T15:18:40,260819_151605,A,2,1,transfer,seed_BG_from_stack,BG -5→12V 341pt single,341,17.7,converged,1.933,0.357,6.07,2.359e-06,2.064e-12,,False,260819_151605\A\2\iter01_tr_BG_-5to12V_341pt_sgl_VD0.1,"턴 0에서 n형 정상 동작 확인: turn-on이 창 안에 있고(vth_cc=1.577 V, vth_lin=5.19 V), decades=6.39, Ig_max=1.8e-12 A로 게이트 누설은 채널 전류 대비 4e-7 수준이라 무시 가능, 컴플라이언스 미도달. 다만 SS=0.506 V/dec가 0.15 V 스텝에서 5점만으로 회귀된 값이라 분해능이 부족하"
2026-08-19T16:13:40,260819_161246,A,1,0,transfer,seed_BG_from_stack,BG -5→20V 168pt double,336,17.4,propose,1.091,0.499,5.86,4.331e-06,1.534e-12,-1.61,False,260819_161246\A\1\iter00_tr_BG_-5to20V_168pt_dbl_VD0.1,목적이 Vth·SS·on/off 비 뿐이므로 히스테리시스용 왕복은 불필요해 single 로 줄여 스트레스를 절반으로 낮췄다. 다만 off 바닥(~1e-13 A)을 확실히 깔아 on/off 비를 정량화하려면 Vth(1.55 V) 아래로 최소 5~6 decade(SS 0.27 V/dec → 약 1.6 V)에 여유를 더해야 하므로 시작점을 -5 V 로 내렸다(자
2026-08-19T16:14:49,260819_161246,A,2,0,transfer,seed_BG_from_stack,BG -5→15V 126pt double,252,37.4,converged,1.271,0.517,5.73,3.011e-06,1.702e-12,-0.87,False,260819_161246\A\2\iter00_tr_BG_-5to15V_126pt_dbl_VD0.1,"목적이 Vth·SS·on/off 비뿐이므로 turn-on(Vth≈1.55 V) 아래로 오프 플로어를 확인할 몇 decade만 있으면 충분하다. SS 0.27 V/dec 이면 7 decade 전이가 약 1.9 V 안에서 끝나므로 -5 V 시작이면 오프 영역(1e-13 A)을 확보하고도 여유가 있고, 자료가 특성화한 -20 V 까지 내려갈 이유는 없다(히스테리"
2026-08-19T16:15:59,260819_161246,A,3,0,transfer,seed_BG_from_stack,BG -3→19V 148pt double,296,39.1,converged,1.051,0.377,5.92,4.261e-06,1.376e-12,-0.793,False,260819_161246\A\3\iter00_tr_BG_-3to19V_148pt_dbl_VD0.1,"목적이 Vth·SS·on/off 비뿐이므로 turn-on(Vth≈1.55 V) 아래로 몇 decade만 확보하면 충분하다. -3 V면 SS 0.27 V/dec 기준 turn-on 아래 16 decade 이상이라 off 바닥(1e-13 A)을 잡기에 남고, 위쪽은 자료가 on 전류를 명시한 Vg=20 V 근처(19 V, 경계 내)까지 두어 on/off 비를 "
2026-08-19T16:17:08,260819_161246,A,4,0,transfer,seed_BG_from_stack,BG -3→19V 149pt double,298,39.7,converged,1.154,0.447,5.93,4.099e-06,1.376e-12,-1.37,False,260819_161246\A\4\iter00_tr_BG_-3to19V_149pt_dbl_VD0.1,"목적이 Vth·SS·on/off 비뿐이라 히스테리시스가 필요 없으므로 double 을 single 로 바꿔 누적 스트레스를 절반으로 줄인다. off 바닥(1e-13 A)에서 Vth(1.55 V)까지 7 decade 를 SS 0.27 V/dec 로 잡으면 약 1.9 V 구간이므로 -3 V 부터면 충분하고, 자료 특성화 하한 -20 V 까지 내려갈 근거가 없다"
2026-08-19T17:06:24,260819_170516,A,1,0,transfer,seed_BG_from_stack,BG -5→20V 168pt double,336,18.1,propose,2.416,0.456,5.86,2.454e-06,1.202e-12,-5.04,False,260819_170516\A\1\iter00_tr_BG_-5to20V_168pt_dbl_VD0.1,"목적이 Vth·SS·on/off 비이므로 turn-on 아래로 off floor(1e-13 A)까지 확보하면 충분하다. Vth 1.55 V, SS 0.27 V/dec 이면 7 decade 전이가 약 1.9 V 이므로 -5 V 시작이면 off 바닥을 여유 있게 잡는다. 다만 BG+TG 직렬 구조로 두 번째 turn-on(어깨)이 더 높은 Vg 에서 나올 수 "
2026-08-19T17:07:43,260819_170516,A,2,0,transfer,seed_BG_from_stack,BG -3→16V 130pt double,260,38.0,propose,1.519,0.399,5.87,2.118e-06,1.26e-12,-2.43,False,260819_170516\A\2\iter00_tr_BG_-3to16V_130pt_dbl_VD0.1,"목적이 Vth·SS·on/off 비뿐이므로 turn-on(앞 소자 Vth_cc=2.42 V) 아래로 off floor 확인에 필요한 몇 V만 있으면 충분하다. site1 에서 -5~0 V 구간은 전부 off floor 로 정보가 없었으므로 -3 V 에서 시작하고, 위쪽도 20 V 까지 갈 필요 없이 on 포화와 BG+TG 이중 turn-on 어깨를 볼 수 "
2026-08-19T17:08:49,260819_170516,A,3,0,transfer,seed_BG_from_stack,BG -4→15V 130pt double,260,37.6,converged,1.796,0.406,5.87,1.977e-06,3.656e-12,-1.49,False,260819_170516\A\3\iter00_tr_BG_-4to15V_130pt_dbl_VD0.1,"목적이 Vth/SS/on-off 비뿐이라 음의 -20 V 영역까지 내려갈 이유가 없다. 앞 두 소자에서 turn-on 은 Vth 1.5~2.4 V, off 바닥은 -3~-5 V 에서 이미 확보되어 5.9 decade 가 나왔고 그 아래는 정보가 없는 구간이었다. 따라서 -4 V 에서 시작해 off 바닥을 2~3 decade 확보하고, on 포화는 site1"
2026-08-19T17:10:00,260819_170516,A,4,0,transfer,seed_BG_from_stack,BG -4→15V 130pt double,260,38.8,converged,1.693,0.38,5.91,1.916e-06,1.374e-12,-2.45,False,260819_170516\A\4\iter00_tr_BG_-4to15V_130pt_dbl_VD0.1,"앞 3소자 모두 Vth_cc 1.5~2.4 V, SS 0.40~0.46 V/dec 로 turn-on 이 0~5 V 안에서 끝났고, 15 V 이상에서는 id_norm 이 이미 포화(5~6.5e-7 A)라 19 V 까지 올릴 이유가 없다. off 쪽도 -4 V 면 노이즈 플로어(5.9 decade)에 도달했으므로 baseline 의 -2.07 V 는 off 플"
2026-08-19T19:57:43,260819_194732,A,1,0,transfer,seed_BG_from_stack,BG -19→19V 1901pt double,3802,525.1,propose,1.216,0.0336,5.54,1.941e-06,1e-09,-4.38,False,260819_194732\A\1\iter00_tr_BG_-19to19V_1901pt_dbl_VD0.1,"첫 소자라 turn-on 위치를 모른다 — 목적(Vth, SS, on/off 비)은 off 바닥과 on 포화를 모두 담아야 하므로 경계(±20 V) 안에서 자료 특성화 범위 전폭을 훑는 기준안을 유지한다. 또한 BG+TG 이중 결합 구조상 어깨(이중 turn-on)가 나타날 수 있어 두 turn-on 을 모두 잡으려면 넓은 스윕이 필요하다. 점 수는 기준안"
2026-08-19T20:52:14,260819_205059,A,1,0,transfer,seed_BG_from_stack,BG -1→5V 121pt double,242,18.5,propose,1.981,0.415,4.13,8.621e-08,3.97e-10,-1.33,False,260819_205059\A\1\iter00_tr_BG_-1to5V_121pt_dbl_VD0.1,"첫 소자라 turn-on 위치에 대한 실측 근거가 전혀 없다. 목적(Vth, SS, on/off 비)은 turn-on 아래 몇 decade 와 그 위 약간만 있으면 충족되므로 경계(±20 V)를 다 쓸 이유가 없고, 미지 소자에 처음부터 큰 전압을 걸 이유도 없다. 따라서 기준안의 -1→5 V / 121 pt(스텝 0.05 V, double 이라 실측 24"
2026-08-19T20:54:08,260819_205059,A,2,0,transfer,seed_BG_from_stack,BG -3→8V 111pt double,222,72.0,propose,1.659,0.465,4.86,5.018e-07,2.992e-12,-1.6,False,260819_205059\A\2\iter00_tr_BG_-3to8V_111pt_dbl_VD0.1,"목적이 Vth/SS/on-off 비뿐이므로 baseline 의 19 V 상단은 불필요하다 — site1 에서 turn-on 이 1.98 V, 4.13 decade 확보가 -1~5 V 창 안에서 이미 끝났고 그 위는 포화 구간 반복 스트레스일 뿐이다. 다만 이 소자는 BG+TG 직렬로 이중 turn-on(어깨) 가능성이 있어 상단을 8 V 까지, off-fl"
2026-08-19T20:56:18,260819_205059,A,3,0,transfer,seed_BG_from_stack,BG -3→6V 181pt double,362,83.1,propose,1.421,0.339,4.71,3.524e-07,3.288e-12,-0.706,False,260819_205059\A\3\iter00_tr_BG_-3to6V_181pt_dbl_VD0.1,"앞 두 소자에서 turn-on 이 1.66~1.98 V, SS 0.42~0.47 V/dec 로 일관되게 나왔고 4~4.9 decade 를 확보했으므로, 기준안의 19 V 까지 올라갈 이유가 없다(이미 포화된 구간을 반복하면 스트레스만 쌓인다). off 바닥 확보와 이중 turn-on 어깨 확인을 위해 -3→6 V 면 충분하다. 스텝은 실측 SS 0.415 "
2026-08-19T20:58:34,260819_205059,A,4,0,transfer,seed_BG_from_stack,BG -3→6V 226pt double,452,90.9,propose,1.797,0.426,4.61,2.597e-07,2.656e-12,-1.11,False,260819_205059\A\4\iter00_tr_BG_-3to6V_226pt_dbl_VD0.1,"앞 세 소자 실측 Vth 가 1.4~2.0 V, SS 0.34~0.47 V/dec, on/off 4~4.9 decade 로 일관되므로 baseline 의 19 V 상단은 이미 포화된 무정보 구간이라 스트레스만 쌓인다. Vth·SS·on/off 목적에는 off 바닥 확보용 -3 V ~ 포화 확인용 +6 V 면 충분하다(site 3 과 동일 창에서 4.7 de"
2026-08-20T10:01:52,260820_100034,A,1,0,transfer,seed_BG_from_stack,BG -1→5V 121pt double,242,17.5,propose,1.578,0.29,4.5,1.414e-07,1.17e-12,-0.719,False,260820_100034\A\1\iter00_tr_BG_-1to5V_121pt_dbl_VD0.1,"첫 소자라 turn-on 위치를 모르므로 경계(±20 V)를 다 걸지 않고 기준안의 좁은 창(-1→5 V)을 그대로 쓴다. 이중 turn-on(BG만 / BG+TG 직렬) 가능성이 있어 어깨를 놓치지 않으려면 스텝이 성기면 안 되는데, 121pt는 0.05 V/step 으로 SS 추정과 어깨 분해에 충분하고 double 이라 실측 242점 수준의 스트레스로"
2026-08-20T10:04:42,260820_100034,A,2,0,transfer,seed_BG_from_stack,BG -5→10V 301pt double,602,118.6,propose,1.353,0.31,5.13,6.088e-07,1.324e-12,-1.9,False,260820_100034\A\2\iter00_tr_BG_-5to10V_301pt_dbl_VD0.1,"목적이 Vth·SS·이동도·on/off·히스테리시스 전부이므로, 앞 소자 실측 turn-on(Vth_cc=1.58 V, SS=0.29 V/dec, -1~5 V 창 안에서 4.5 decade 확보)을 기준으로 아래는 off 바닥과 역방향 이력을 보기 위해 -5 V, 위는 이동도·포화와 BG+TG 직렬 구조에서 나올 수 있는 두 번째 어깨를 담기 위해 +10 "
2026-08-20T10:08:52,260820_100746,A,1,0,transfer,seed_BG_from_stack,BG -2→6V 161pt double,322,22.9,propose,1.333,0.33,4.93,5.655e-07,1.728e-12,-1.15,False,260820_100746\A\1\iter00_tr_BG_-2to6V_161pt_dbl_VD0.1,"첫 소자라 turn-on 위치를 모르므로 경계(±20 V)를 다 걸지 않고 좁은 창으로 시작한다. 다만 목적에 히스테리시스와 off 전류(on/off 비)가 포함되어 바닥 구간이 필요하므로 기준안보다 음의 쪽을 1 V만, 그리고 BG+TG 직렬 구조상 두 번째 turn-on이 위쪽에 나올 수 있어 위로 1 V만 확장해 -2→6 V로 잡았다. 스텝은 기준안의"
2026-08-20T10:32:19,260820_103115,A,1,0,transfer,seed_BG_from_stack,BG -2→6V 161pt double,322,23.1,propose,1.656,0.312,5.19,5.484e-07,8.74e-13,-0.921,False,260820_103115\A\1\iter00_tr_BG_-2to6V_161pt_dbl_VD0.1,"첫 소자라 turn-on 위치를 모르므로 경계(±20 V)를 다 걸지 않고 기준안 수준의 좁은 창을 유지한다. 다만 목적에 히스테리시스와 off 레벨(on/off 비)이 포함되어 있어 정/역 차이를 보려면 turn-on 아래 off 구간이 조금 더 필요하고, 이중 turn-on(어깨) 가능성 때문에 위쪽도 5→6 V 로만 소폭 확보했다. 스텝은 기준안과 동"
2026-08-20T10:34:56,260820_103115,A,2,0,transfer,seed_BG_from_stack,BG -4→12V 321pt double,642,110.2,propose,1.764,0.318,5.71,2.21e-06,1.384e-12,-1.64,False,260820_103115\A\2\iter00_tr_BG_-4to12V_321pt_dbl_VD0.1,"앞 소자(site 1)에서 turn-on 이 Vth≈1.66 V, SS≈0.312 V/dec 로 -2~6 V 창 안에 확실히 잡혔고 off 바닥도 -2 V 에서 이미 확보됐다(5.19 decades). 따라서 baseline 의 19 V 까지는 불필요하게 넓지만, 이번 목적에 이동도(포화·on 구동)와 BG/BG+TG 직렬 구조에서 예상되는 두 번째 tur"
2026-09-03T15:36:42,260903_153538,A,1,0,transfer,seed_BG_from_stack,BG -4→4V 161pt double,322,27.5,propose,3.124,0.344,3.95,1.083e-08,1.2e-12,-0.476,False,260903_153538\A\1\iter00_tr_BG_-4to4V_161pt_dbl_VD0.1,"첫 소자라 turn-on 위치를 모르므로 0 V 대칭 창을 유지하되, TG+BG 직렬 구조로 두 구간이 서로 다른 Vg 에서 켜져 이중 어깨가 예상되므로 기준안(±2.84 V)보다 약간만 넓혀 ±4 V 로 잡았다. 스텝은 50 mV 로 기준안과 동일하게 유지해(161pt) SS 가 성긴 스텝으로 부풀려지지 않게 했고, 히스테리시스를 위한 왕복이므로 실측 3"
2026-09-03T15:37:52,260903_153538,A,2,0,transfer,seed_BG_from_stack,BG -2→8V 101pt double,202,38.8,propose,2.431,0.331,5.67,6.067e-07,1.392e-12,-0.96,False,260903_153538\A\2\iter00_tr_BG_-2to8V_101pt_dbl_VD0.1,"site1 에서 turn_on 3.124 V, SS 0.344 V/dec 로 전이는 잡혔지만 gm 꼭대기가 창 끝(4.0 V)에 걸려 이동도가 하한값으로만 나왔다. 이번엔 위쪽을 8 V 까지 확보해 gm 피크와 on 영역을 넘기고, 아래쪽은 -4~-2 V 가 off floor 로 정보가 없었으니 -2 V 에서 시작해 turn-on 아래 3 decade 남짓"
2026-09-03T15:39:16,260903_153538,A,3,0,transfer,seed_BG_from_stack,BG -2→10V 161pt double,322,45.2,propose,1.859,0.295,5.87,1.025e-06,2.154e-12,-1.03,False,260903_153538\A\3\iter00_tr_BG_-2to10V_161pt_dbl_VD0.1,"앞 두 소자에서 turn-on 은 2.4~3.1 V 로 창 안에 있었고 SS 도 0.33~0.34 V/dec 로 잡혔다. 다만 두 번 모두 gm 꼭대기가 창 상단 경계(4.0 V, 7.9 V)에 걸려 이동도가 하한값으로만 나왔으므로, on 영역을 10 V 까지 늘려 gm 피크를 창 안에 넣는다. 아래쪽은 site2 가 -2 V 에서 이미 off floor("
2026-09-03T15:40:59,260903_153538,A,4,0,transfer,seed_BG_from_stack,BG -2→15V 171pt double,342,45.0,propose,1.649,0.299,6.13,1.92e-06,1.806e-12,-2.5,False,260903_153538\A\4\iter00_tr_BG_-2to15V_171pt_dbl_VD0.1,"앞 세 소자에서 turn-on 은 1.86~3.12 V, SS 0.30~0.34 V/dec 로 일관되고 -2 V 에서 이미 off floor 에 붙어 있었으므로 아래쪽은 -2 V 유지로 충분하다(on/off 비·히스테리시스 기준선 확보). 반면 세 소자 모두 gm_peak_at_edge=true 이고 이동도가 lower bound 로만 나왔으므로, 이동도를"
