
SetupTitle, ID_VG_CEC
PrimitiveTest, I/V Sweep
DataValue, 8.375, 7.0496000000000007E-11, 1.1685000000000001E-06, 1.1685000000000001E-06, 7.0496000000000007E-11, 3.0436000000000059E-07
DataValue, 8.5, -5.0824E-11, 1.2087000000000002E-06, 1.2087000000000002E-06, 5.0824E-11, 3.2319999999999972E-07
DataValue, 8.625, -7.120000000000001E-13, 1.2493E-06, 1.2493E-06, 7.120000000000001E-13, 3.2439999999999981E-07
DataValue, 8.75, 6.8564E-11, 1.2898000000000001E-06, 1.2898000000000001E-06, 6.8564E-11, 3.0560000000000009E-07
DataValue, 8.875, -3.3412E-11, 1.3257E-06, 1.3257E-06, 3.3412E-11, 3.0119999999999976E-07
DataValue, 9, -1.8894E-11, 1.3651E-06, 1.3651E-06, 1.8894E-11, 3.1680000000000008E-07
DataValue, 9.125, 7.1812E-11, 1.4049E-06, 1.4049E-06, 7.1812E-11, 3.272E-07
DataValue, 9.25, -1.4298E-11, 1.4469E-06, 1.4469E-06, 1.4298E-11, 3.2639999999999996E-07
DataValue, 9.375, -4.1566E-11, 1.4865E-06, 1.4865E-06, 4.1566E-11, 3.184000000000002E-07
DataValue, 9.5, 6.086000000000001E-11, 1.5265000000000001E-06, 1.5265000000000001E-06, 6.086000000000001E-11, 3.2280000000000053E-07
DataValue, 9.625, 6.880000000000001E-13, 1.5672000000000002E-06, 1.5672000000000002E-06, 6.880000000000001E-13, 3.1720000000000011E-07
DataValue, 9.75, -6.0104E-11, 1.6058000000000002E-06, 1.6058000000000002E-06, 6.0104E-11, 3.0560000000000009E-07
DataValue, 9.875, 4.4462000000000005E-11, 1.6436000000000002E-06, 1.6436000000000002E-06, 4.4462000000000005E-11, 3.272E-07
DataValue, 10, 2.0660000000000003E-11, 1.6876000000000002E-06, 1.6876000000000002E-06, 2.0660000000000003E-11, 3.4959999999999916E-07
DataValue, 10, -5.906E-12, 1.6873000000000001E-06, 1.6873000000000001E-06, 5.906E-12, 3.4320000000000037E-07
DataValue, 9.875, 7.0460000000000008E-11, 1.6447000000000001E-06, 1.6447000000000001E-06, 7.0460000000000008E-11, 3.5879999999999985E-07
DataValue, 9.75, -2.7686E-11, 1.5976000000000002E-06, 1.5976000000000002E-06, 2.7686E-11, 3.5879999999999985E-07
DataValue, 9.625, -2.7382E-11, 1.5550000000000002E-06, 1.5550000000000002E-06, 2.7382E-11, 3.4559999999999971E-07
DataValue, 9.5, 6.951E-11, 1.5112000000000002E-06, 1.5112000000000002E-06, 6.951E-11, 3.384E-07
DataValue, 9.375, -1.3964000000000002E-11, 1.4704000000000001E-06, 1.4704000000000001E-06, 1.3964000000000002E-11, 3.3440000000000056E-07
DataValue, 9.25, -4.618E-11, 1.4276E-06, 1.4276E-06, 4.618E-11, 3.4120000000000022E-07
DataValue, 9.125, 5.7928E-11, 1.3851E-06, 1.3851E-06, 5.7928E-11, 3.3679999999999989E-07
DataValue, 9, 1.686E-12, 1.3434000000000001E-06, 1.3434000000000001E-06, 1.686E-12, 3.4000000000000013E-07
DataValue, 8.875, -6.3422E-11, 1.3001E-06, 1.3001E-06, 6.3422E-11, 3.4000000000000013E-07
DataValue, 8.75, 3.9956E-11, 1.2584E-06, 1.2584E-06, 3.9956E-11, 3.3319999999999962E-07
DataValue, 8.625, 1.934E-11, 1.2168000000000002E-06, 1.2168000000000002E-06, 1.934E-11, 3.3719999999999992E-07
DataValue, 8.5, -6.9084E-11, 1.1741000000000001E-06, 1.1741000000000001E-06, 6.9084E-11, 3.3759999999999995E-07
DataValue, 8.375, 2.178E-11, 1.1324000000000002E-06, 1.1324000000000002E-06, 2.178E-11, 3.2840000000000011E-07
DataValue, 8.25, 3.6828000000000006E-11, 1.092E-06, 1.092E-06, 3.6828000000000006E-11, 3.2479999999999984E-07
DataValue, 8.125, -6.5094E-11, 1.0512000000000002E-06, 1.0512000000000002E-06, 6.5094E-11, 3.255999999999999E-07
DataValue, 8, 9.634E-12, 1.0106000000000001E-06, 1.0106000000000001E-06, 9.634E-12, 3.2856000000000114E-07
DataValue, 7.875, 5.5488E-11, 9.6906E-07, 9.6906E-07, 5.5488E-11, 3.2776000000000065E-07
DataValue, 7.75, 4.3938E-11, 9.2866E-07, 9.2866E-07, 4.3938E-11, 3.2339999999999973E-07
DataValue, 7.625, 3.2708000000000005E-11, 8.8821E-07, 8.8821E-07, 3.2708000000000005E-11, 3.2267999999999976E-07
DataValue, 7.5, -5.6472000000000004E-11, 8.4799E-07, 8.4799E-07, 5.6472000000000004E-11, 3.2051999999999986E-07
DataValue, 7.375, -1.6936E-11, 8.0808E-07, 8.0808E-07, 1.6936E-11, 3.1960000000000029E-07
DataValue, 7.25, 6.4236000000000007E-11, 7.6808999999999994E-07, 7.6808999999999994E-07, 6.4236000000000007E-11, 3.2020000000000034E-07
DataValue, 7.125, 5.5700000000000007E-12, 7.2802999999999994E-07, 7.2802999999999994E-07, 5.5700000000000007E-12, 3.174799999999998E-07
DataValue, 7, -7.0232E-11, 6.8872E-07, 6.8872E-07, 7.0232E-11, 3.1224E-07
DataValue, 6.875, 5.5600000000000005E-12, 6.4996999999999994E-07, 6.4996999999999994E-07, 5.5600000000000005E-12, 3.1016000000000018E-07
DataValue, 6.75, 6.8078000000000008E-11, 6.1117999999999994E-07, 6.1117999999999994E-07, 6.8078000000000008E-11, 3.1043999999999986E-07
DataValue, 6.625, -1.5332E-11, 5.7236E-07, 5.7236E-07, 1.5332E-11, 3.1087999999999972E-07
DataValue, 6.5, -6.4228E-11, 5.3346E-07, 5.3346E-07, 6.4228E-11, 3.0756E-07
DataValue, 6.375, 2.3914000000000003E-11, 4.9547E-07, 4.9547E-07, 2.3914000000000003E-11, 3.0408000000000006E-07
DataValue, 6.25, 5.1638000000000004E-11, 4.5744E-07, 4.5744E-07, 5.1638000000000004E-11, 2.990799999999999E-07
DataValue, 6.125, -3.7682000000000004E-11, 4.207E-07, 4.207E-07, 3.7682000000000004E-11, 2.9776000000000009E-07
DataValue, 6, -3.9332000000000006E-11, 3.83E-07, 3.83E-07, 3.9332000000000006E-11, 2.9884000000000005E-07
DataValue, 5.875, 4.8204E-11, 3.4599E-07, 3.4599E-07, 4.8204E-11, 2.9132E-07
DataValue, 5.75, 2.5464E-11, 3.1017E-07, 3.1017E-07, 2.5464E-11, 2.7844E-07
DataValue, 5.625, -5.938200000000001E-11, 2.7638E-07, 2.7638E-07, 5.938200000000001E-11, 2.6859999999999985E-07
DataValue, 5.5, -1.1874E-11, 2.4302E-07, 2.4302E-07, 1.1874E-11, 2.6595999999999993E-07
DataValue, 5.375, 6.7558E-11, 2.0989E-07, 2.0989E-07, 6.7558E-11, 2.5096000000000007E-07
DataValue, 5.25, 7.78E-13, 1.8028E-07, 1.8028E-07, 7.78E-13, 2.2804000000000002E-07
DataValue, 5.125, -7.0998000000000009E-11, 1.5288E-07, 1.5288E-07, 7.0998000000000009E-11, 2.0687999999999996E-07
DataValue, 5, 9.6680000000000012E-12, 1.2856E-07, 1.2856E-07, 9.6680000000000012E-12, 1.8676E-07
DataValue, 4.875, 6.5638E-11, 1.0619E-07, 1.0619E-07, 6.5638E-11, 1.6142240000000005E-07
DataValue, 4.75, -2.0346E-11, 8.82044E-08, 8.82044E-08, 2.0346E-11, 1.370664E-07
DataValue, 4.625, -6.8836000000000009E-11, 7.19234E-08, 7.19234E-08, 6.8836000000000009E-11, 1.23824E-07
DataValue, 4.5, 2.4792000000000003E-11, 5.7248399999999993E-08, 5.7248399999999993E-08, 2.4792000000000003E-11, 1.075632E-07
DataValue, 4.375, 3.8650000000000004E-11, 4.5032599999999995E-08, 4.5032599999999995E-08, 3.8650000000000004E-11, 8.77068E-08
DataValue, 4.25, -6.1942E-11, 3.5321699999999994E-08, 3.5321699999999994E-08, 6.1942E-11, 7.1336399999999993E-08
DataValue, 4.125, -6.776E-12, 2.7198499999999997E-08, 2.7198499999999997E-08, 6.776E-12, 5.9553199999999988E-08
DataValue, 4, 6.419E-11, 2.0433399999999997E-08, 2.0433399999999997E-08, 6.419E-11, 4.79316E-08
DataValue, 3.875, -2.8352000000000002E-11, 1.5215599999999997E-08, 1.5215599999999997E-08, 2.8352000000000002E-11, 3.7360799999999989E-08
DataValue, 3.75, -3.7404000000000003E-11, 1.10932E-08, 1.10932E-08, 3.7404000000000003E-11, 3.0125999999999988E-08
DataValue, 3.625, 6.1236E-11, 7.6841E-09, 7.6841E-09, 6.1236E-11, 2.3350799999999998E-08
DataValue, 3.5, 3.5314E-11, 5.2555E-09, 5.2555E-09, 3.5314E-11, 1.7838E-08
DataValue, 3.375, -9.288E-12, 3.2246E-09, 3.2246E-09, 9.288E-12, 1.2707680000000001E-08
DataValue, 3.25, -2.0632000000000002E-11, 2.07858E-09, 2.07858E-09, 2.0632000000000002E-11, 8.6946E-09
DataValue, 3.125, 5.059E-11, 1.05095E-09, 1.05095E-09, 5.059E-11, 5.5735480000000007E-09
DataValue, 3, -7.109000000000001E-11, 6.85193E-10, 6.85193E-10, 7.109000000000001E-11, 3.1797879999999996E-09
DataValue, 2.875, 6.4154E-11, 2.56003E-10, 2.56003E-10, 6.4154E-11, 2.38416E-09
DataValue, 2.75, -6.0694000000000008E-11, 8.915300000000001E-11, 8.915300000000001E-11, 6.0694000000000008E-11, 6.1753600000000009E-10
DataValue, 2.625, 2.5042000000000003E-11, 1.0161900000000001E-10, 1.0161900000000001E-10, 2.5042000000000003E-11, 6.68464E-10
DataValue, 2.5, 4.6000000000000006E-12, -7.7963000000000008E-11, 7.7963000000000008E-11, 4.6000000000000006E-12, 1.9805600000000003E-10
DataValue, 2.375, -4.3508E-11, 5.2105000000000004E-11, 5.2105000000000004E-11, 4.3508E-11, -2.7408000000000005E-10
DataValue, 2.25, 6.7168000000000008E-11, -9.443E-12, 9.443E-12, 6.7168000000000008E-11, 3.2252000000000004E-10
DataValue, 2.125, -5.5910000000000004E-11, -2.8525000000000003E-11, 2.8525000000000003E-11, 5.5910000000000004E-11, -3.33912E-10
DataValue, 2, 1.792E-11, 7.4035E-11, 7.4035E-11, 1.792E-11, 2.1180000000000003E-10
DataValue, 1.875, 1.0068000000000001E-11, -8.1475000000000008E-11, 8.1475000000000008E-11, 1.0068000000000001E-11, 1.30408E-10
DataValue, 1.75, -5.1506E-11, 4.1433000000000006E-11, 4.1433000000000006E-11, 5.1506E-11, -3.0816000000000005E-10
DataValue, 1.625, 6.8874E-11, -4.435E-12, 4.435E-12, 6.8874E-11, 3.2053600000000003E-10
DataValue, 1.5, -4.963E-11, -3.8701E-11, 3.8701E-11, 4.963E-11, -3.4091200000000003E-10
DataValue, 1.375, 1.1678000000000001E-11, 8.0793000000000012E-11, 8.0793000000000012E-11, 1.1678000000000001E-11, 1.4769600000000004E-10
DataValue, 1.25, 1.6718E-11, -7.562500000000001E-11, 7.562500000000001E-11, 1.6718E-11, 1.9004000000000005E-10
DataValue, 1.125, -5.891800000000001E-11, 3.3283E-11, 3.3283E-11, 5.891800000000001E-11, -3.2108800000000006E-10
DataValue, 1, 6.761E-11, 4.6470000000000007E-12, 4.6470000000000007E-12, 6.761E-11, 3.30328E-10
DataValue, 0.875, -4.1848000000000005E-11, -4.9299000000000005E-11, 4.9299000000000005E-11, 4.1848000000000005E-11, -3.06352E-10
DataValue, 0.75, 6.4780000000000005E-12, 8.1235E-11, 8.1235E-11, 6.4780000000000005E-12, 9.731999999999998E-11
DataValue, 0.625, 2.0108E-11, -7.3629E-11, 7.3629E-11, 2.0108E-11, 1.96856E-10
DataValue, 0.5, -5.9760000000000009E-11, 3.2021000000000005E-11, 3.2021000000000005E-11, 5.9760000000000009E-11, -3.2752E-10
DataValue, 0.375, 6.606E-11, 8.2510000000000011E-12, 8.2510000000000011E-12, 6.606E-11, 3.48056E-10
DataValue, 0.25, -3.788E-11, -5.4993E-11, 5.4993E-11, 3.788E-11, -3.10736E-10
DataValue, 0.125, 2.7980000000000004E-12, 8.5935000000000011E-11, 8.5935000000000011E-11, 2.7980000000000004E-12, 1.9024000000000011E-11
DataValue, 0, 3.4522000000000005E-11, -5.9749E-11, 5.9749E-11, 3.4522000000000005E-11, 1.1654720000000001E-09
DataValue, 0, -5.0192E-11, -3.8435E-11, 3.8435E-11, 5.0192E-11, 9.6782400000000011E-10
DataValue, 0.125, 1.1464E-11, 8.2543E-11, 8.2543E-11, 1.1464E-11, -1.1997600000000003E-10
DataValue, 0.25, 2.5066000000000002E-11, -6.8429000000000007E-11, 6.8429000000000007E-11, 2.5066000000000002E-11, -2.2425600000000003E-10
DataValue, 0.375, -6.144000000000001E-11, 2.6479000000000003E-11, 2.6479000000000003E-11, 6.144000000000001E-11, 3.1916800000000003E-10
DataValue, 0.5, 6.564200000000001E-11, 1.1363000000000002E-11, 1.1363000000000002E-11, 6.564200000000001E-11, -3.28224E-10
DataValue, 0.625, -3.5674E-11, -5.5577000000000004E-11, 5.5577000000000004E-11, 3.5674E-11, 2.9992000000000004E-10
DataValue, 0.75, 5.088E-12, 8.6343000000000009E-11, 8.6343000000000009E-11, 5.088E-12, -1.9687999999999994E-11
DataValue, 0.875, 3.5304000000000005E-11, -6.0499E-11, 6.0499E-11, 3.5304000000000005E-11, -2.74304E-10
DataValue, 1, -6.647E-11, 1.7767E-11, 1.7767E-11, 6.647E-11, 3.33456E-10
DataValue, 1.125, 5.9316E-11, 2.2865000000000003E-11, 2.2865000000000003E-11, 5.9316E-11, -3.4264000000000007E-10
DataValue, 1.25, -2.5092000000000002E-11, -6.789300000000001E-11, 6.789300000000001E-11, 2.5092000000000002E-11, 2.5168E-10
DataValue, 1.375, -4.0400000000000006E-12, 8.5785E-11, 8.5785E-11, 4.0400000000000006E-12, 8.3904000000000024E-11
DataValue, 1.5, 4.6810000000000004E-11, -4.6917000000000005E-11, 4.6917000000000005E-11, 4.6810000000000004E-11, -3.09048E-10
DataValue, 1.625, -7.0712000000000011E-11, 8.523E-12, 8.523E-12, 7.0712000000000011E-11, 3.4449600000000007E-10
DataValue, 1.75, 4.9814E-11, 3.9207000000000006E-11, 3.9207000000000006E-11, 4.9814E-11, -3.59592E-10
DataValue, 1.875, -1.2622000000000002E-11, -8.1375E-11, 8.1375E-11, 1.2622000000000002E-11, 1.44272E-10
DataValue, 2, -1.6662E-11, 7.5275E-11, 7.5275E-11, 1.6662E-11, 1.98296E-10
DataValue, 2.125, 5.8386000000000009E-11, -3.1801000000000005E-11, 3.1801000000000005E-11, 5.8386000000000009E-11, -3.1499200000000003E-10
DataValue, 2.25, -6.689400000000001E-11, -3.4730000000000002E-12, 3.4730000000000002E-12, 6.689400000000001E-11, 4.01152E-10
DataValue, 2.375, 3.8964E-11, 6.8487E-11, 6.8487E-11, 3.8964E-11, -1.1224800000000001E-10
DataValue, 2.5, -3.35E-12, -3.1535000000000004E-11, 3.1535000000000004E-11, 3.35E-12, 7.48736E-10
DataValue, 2.625, -2.9976E-11, 2.55671E-10, 2.55671E-10, 2.9976E-11, 2.3552480000000003E-09
DataValue, 2.75, 6.6434E-11, 5.57277E-10, 5.57277E-10, 6.6434E-11, 4.581316E-09
DataValue, 2.875, -7.450400000000001E-11, 1.401E-09, 1.401E-09, 7.450400000000001E-11, 1.1412652E-08
DataValue, 3, -7.316E-12, 3.41044E-09, 3.41044E-09, 7.316E-12, 2.131692E-08
DataValue, 3.125, 4.1522E-11, 6.73023E-09, 6.73023E-09, 4.1522E-11, 3.397504E-08
DataValue, 3.25, -6.6566E-11, 1.19042E-08, 1.19042E-08, 6.6566E-11, 5.5249479999999995E-08
DataValue, 3.375, -1.3328000000000001E-11, 2.05426E-08, 2.05426E-08, 1.3328000000000001E-11, 8.93704E-08
DataValue, 3.5, -4.8214E-11, 3.42468E-08, 3.42468E-08, 4.8214E-11, 1.266276E-07
DataValue, 3.625, 5.5862000000000006E-11, 5.21995E-08, 5.21995E-08, 5.5862000000000006E-11, 1.7249199999999995E-07
DataValue, 3.75, 1.4846E-11, 7.7369799999999986E-08, 7.7369799999999986E-08, 1.4846E-11, 2.37002E-07
DataValue, 3.875, -6.8864E-11, 1.1145E-07, 1.1145E-07, 6.8864E-11, 3.289608E-07
DataValue, 4, 5.714E-12, 1.5960999999999999E-07, 1.5960999999999999E-07, 5.714E-12, 4.2248E-07
DataValue, 4.125, 7.1404E-11, 2.1707E-07, 2.1707E-07, 7.1404E-11, 5.1848000000000007E-07
DataValue, 4.25, -1.0666000000000002E-11, 2.8923E-07, 2.8923E-07, 1.0666000000000002E-11, 6.5788000000000006E-07
DataValue, 4.375, -6.275E-11, 3.8154E-07, 3.8154E-07, 6.275E-11, 8.2627999999999991E-07
DataValue, 4.5, 2.2306000000000003E-11, 4.958E-07, 4.958E-07, 2.2306000000000003E-11, 9.9083999999999973E-07
DataValue, 4.625, 5.8156000000000007E-11, 6.2924999999999995E-07, 6.2924999999999995E-07, 5.8156000000000007E-11, 1.1833199999999999E-06
DataValue, 4.75, -3.0616000000000004E-11, 7.9163E-07, 7.9163E-07, 3.0616000000000004E-11, 1.4095599999999998E-06
DataValue, 4.875, -4.5266E-11, 9.8163999999999989E-07, 9.8163999999999989E-07, 4.5266E-11, 1.6034800000000003E-06
DataValue, 5, 4.7204000000000004E-11, 1.1925E-06, 1.1925E-06, 4.7204000000000004E-11, 1.8802400000000013E-06
DataValue, 5.125, -1.8780000000000002E-11, 1.4517000000000002E-06, 1.4517000000000002E-06, 1.8780000000000002E-11, 2.2320000000000008E-06
DataValue, 5.25, -3.6854E-11, 1.7505000000000002E-06, 1.7505000000000002E-06, 3.6854E-11, 2.5124000000000007E-06
DataValue, 5.375, 6.3294E-11, 2.0798000000000004E-06, 2.0798000000000004E-06, 6.3294E-11, 2.7699999999999997E-06
DataValue, 5.5, -5.366E-12, 2.443E-06, 2.443E-06, 5.366E-12, 3.0495999999999987E-06
DataValue, 5.625, -5.3924E-11, 2.8422E-06, 2.8422E-06, 5.3924E-11, 3.350400000000001E-06
DataValue, 5.75, 4.8934E-11, 3.2806000000000004E-06, 3.2806000000000004E-06, 4.8934E-11, 3.6180000000000016E-06
DataValue, 5.875, 1.2302000000000002E-11, 3.7467000000000005E-06, 3.7467000000000005E-06, 1.2302000000000002E-11, 3.8848000000000005E-06
DataValue, 6, -6.7734E-11, 4.2518000000000005E-06, 4.2518000000000005E-06, 6.7734E-11, 4.1684000000000006E-06
DataValue, 6.125, 3.0462E-11, 4.7888000000000006E-06, 4.7888000000000006E-06, 3.0462E-11, 4.3868E-06
DataValue, 6.25, 3.0964000000000004E-11, 5.3485000000000005E-06, 5.3485000000000005E-06, 3.0964000000000004E-11, 4.5807999999999986E-06
DataValue, 6.375, -6.6242E-11, 5.934E-06, 5.934E-06, 6.6242E-11, 4.761600000000002E-06
DataValue, 6.5, 1.7092E-11, 6.538900000000001E-06, 6.538900000000001E-06, 1.7092E-11, 4.9036000000000016E-06
DataValue, 6.625, 4.7482000000000005E-11, 7.1599000000000007E-06, 7.1599000000000007E-06, 4.7482000000000005E-11, 5.0575999999999971E-06
DataValue, 6.75, -5.6354000000000006E-11, 7.8033E-06, 7.8033E-06, 5.6354000000000006E-11, 5.2260000000000004E-06
DataValue, 6.875, 5.296E-12, 8.4664E-06, 8.4664E-06, 5.296E-12, 5.3332000000000051E-06
DataValue, 7, 6.335E-11, 9.1366000000000016E-06, 9.1366000000000016E-06, 6.335E-11, 5.4075999999999988E-06
DataValue, 7.125, -4.0746000000000006E-11, 9.8183E-06, 9.8183E-06, 4.0746000000000006E-11, 5.4495999999999961E-06
DataValue, 7.25, -1.1926E-11, 1.0499E-05, 1.0499E-05, 1.1926E-11, 5.4904000000000042E-06
DataValue, 7.375, 7.1296E-11, 1.1190900000000002E-05, 1.1190900000000002E-05, 7.1296E-11, 5.623999999999999E-06
DataValue, 7.5, -2.3412E-11, 1.1905E-05, 1.1905E-05, 2.3412E-11, 5.7963999999999976E-06
DataValue, 7.625, -2.1986E-11, 1.2640000000000001E-05, 1.2640000000000001E-05, 2.1986E-11, 5.8559999999999995E-06
DataValue, 7.75, -5.2684E-11, 1.3369E-05, 1.3369E-05, 5.2684E-11, 5.8720000000000007E-06
DataValue, 7.875, 3.73E-11, 1.4108000000000001E-05, 1.4108000000000001E-05, 3.73E-11, 5.8399999999999983E-06
DataValue, 8, 4.301E-11, 1.4829E-05, 1.4829E-05, 4.301E-11, 5.6639999999999918E-06
DataValue, 8.125, -4.6784E-11, 1.5524E-05, 1.5524E-05, 4.6784E-11, 5.8200000000000087E-06
DataValue, 8.25, -2.4810000000000003E-11, 1.6284000000000002E-05, 1.6284000000000002E-05, 2.4810000000000003E-11, 6.104000000000008E-06
DataValue, 8.375, 5.9092E-11, 1.705E-05, 1.705E-05, 5.9092E-11, 6.2999999999999905E-06
DataValue, 8.5, 1.803E-11, 1.7859E-05, 1.7859E-05, 1.803E-11, 6.2039999999999968E-06
DataValue, 8.625, -6.530000000000001E-11, 1.8601E-05, 1.8601E-05, 6.530000000000001E-11, 6.0600000000000064E-06
DataValue, 8.75, 6.84E-13, 1.9374E-05, 1.9374E-05, 6.84E-13, 6.2039999999999968E-06
DataValue, 8.875, 7.2344E-11, 2.0152E-05, 2.0152E-05, 7.2344E-11, 6.147999999999996E-06
DataValue, 9, -4.294E-12, 2.0911E-05, 2.0911E-05, 4.294E-12, 6.2280000000000088E-06
DataValue, 9.125, -6.5216E-11, 2.1709000000000002E-05, 2.1709000000000002E-05, 6.5216E-11, 6.3560000000000049E-06
DataValue, 9.25, 1.9220000000000003E-11, 2.25E-05, 2.25E-05, 1.9220000000000003E-11, 6.1880000000000024E-06
DataValue, 9.375, 6.3436000000000007E-11, 2.3256000000000002E-05, 2.3256000000000002E-05, 6.3436000000000007E-11, 6.1039999999999944E-06
DataValue, 9.5, -2.4680000000000002E-11, 2.4026E-05, 2.4026E-05, 2.4680000000000002E-11, 6.1679999999999992E-06
DataValue, 9.625, -5.0834E-11, 2.4798000000000002E-05, 2.4798000000000002E-05, 5.0834E-11, 6.2080000000000056E-06
DataValue, 9.75, 4.0824E-11, 2.5578E-05, 2.5578E-05, 4.0824E-11, 6.0080000000000008E-06
DataValue, 9.875, 4.0580000000000004E-11, 2.6300000000000002E-05, 2.6300000000000002E-05, 4.0580000000000004E-11, 6.2000000000000016E-06
DataValue, 10, -4.7992000000000005E-11, 2.7128000000000002E-05, 2.7128000000000002E-05, 4.7992000000000005E-11, 6.9519999999999836E-06
DataValue, 10, 4.7288E-11, 2.7169E-05, 2.7169E-05, 4.7288E-11, 6.8719999999999979E-06
DataValue, 9.875, 3.4042000000000004E-11, 2.6269000000000002E-05, 2.6269000000000002E-05, 3.4042000000000004E-11, 6.9959999999999987E-06
DataValue, 9.75, -5.2298000000000005E-11, 2.542E-05, 2.542E-05, 5.2298000000000005E-11, 6.7919999999999987E-06
DataValue, 9.625, -1.6096000000000003E-11, 2.4571000000000002E-05, 2.4571000000000002E-05, 1.6096000000000003E-11, 6.5079999999999994E-06
DataValue, 9.5, 6.6366E-11, 2.3793E-05, 2.3793E-05, 6.6366E-11, 6.4240000000000049E-06
DataValue, 9.375, 7.17E-12, 2.2965E-05, 2.2965E-05, 7.17E-12, 6.4879999999999962E-06
DataValue, 9.25, -6.8804E-11, 2.2171E-05, 2.2171E-05, 6.8804E-11, 6.3920000000000025E-06
DataValue, 9.125, 6.2980000000000008E-12, 2.1367E-05, 2.1367E-05, 6.2980000000000008E-12, 6.4399999999999993E-06
DataValue, 9, 6.8212000000000007E-11, 2.0561000000000002E-05, 2.0561000000000002E-05, 6.8212000000000007E-11, 6.4399999999999993E-06
DataValue, 8.875, -1.5378000000000002E-11, 1.9757E-05, 1.9757E-05, 1.5378000000000002E-11, 6.4000000000000065E-06
DataValue, 8.75, -3.8308000000000004E-11, 1.8961E-05, 1.8961E-05, 3.8308000000000004E-11, 6.3759999999999945E-06
DataValue, 8.625, 5.0214E-11, 1.8163000000000002E-05, 1.8163000000000002E-05, 5.0214E-11, 6.4079999999999969E-06
DataValue, 8.5, 2.6702000000000003E-11, 1.7359E-05, 1.7359E-05, 2.6702000000000003E-11, 6.2880000000000048E-06
DataValue, 8.375, -5.8746000000000008E-11, 1.6591E-05, 1.6591E-05, 5.8746000000000008E-11, 6.4240000000000049E-06
DataValue, 8.25, -1.3360000000000001E-11, 1.5753E-05, 1.5753E-05, 1.3360000000000001E-11, 6.3680000000000041E-06
DataValue, 8.125, 6.5044000000000011E-11, 1.4999E-05, 1.4999E-05, 6.5044000000000011E-11, 6.06E-06
DataValue, 8, 4.3820000000000005E-12, 1.4238E-05, 1.4238E-05, 4.3820000000000005E-12, 6.0399999999999964E-06
DataValue, 7.875, -6.9854E-11, 1.3489E-05, 1.3489E-05, 6.9854E-11, 6.0359999999999944E-06
DataValue, 7.75, 7.386000000000001E-12, 1.2729000000000001E-05, 1.2729000000000001E-05, 7.386000000000001E-12, 6.0520000000000024E-06
DataValue, 7.625, 6.808E-11, 1.1976E-05, 1.1976E-05, 6.808E-11, 6.048E-06
DataValue, 7.5, -1.3542E-11, 1.1217000000000001E-05, 1.1217000000000001E-05, 1.3542E-11, 5.9319999999999967E-06
DataValue, 7.375, -6.3294E-11, 1.0493000000000001E-05, 1.0493000000000001E-05, 6.3294E-11, 5.7588000000000032E-06
DataValue, 7.25, 2.5438E-11, 9.7773E-06, 9.7773E-06, 2.5438E-11, 5.6695999999999974E-06
DataValue, 7.125, -7.016E-11, 9.0756000000000017E-06, 9.0756000000000017E-06, 7.016E-11, 5.6251999999999949E-06
DataValue, 7, 2.0336000000000002E-11, 8.3710000000000017E-06, 8.3710000000000017E-06, 2.0336000000000002E-11, 5.5876000000000005E-06
DataValue, 6.875, 3.8506E-11, 7.6787000000000015E-06, 7.6787000000000015E-06, 3.8506E-11, 5.451200000000003E-06
DataValue, 6.75, -6.2378E-11, 7.0082000000000009E-06, 7.0082000000000009E-06, 6.2378E-11, 5.2464000000000045E-06
DataValue, 6.625, 6.5560000000000007E-12, 6.3671E-06, 6.3671E-06, 6.5560000000000007E-12, 5.0976E-06
DataValue, 6.5, 5.6940000000000006E-11, 5.7338000000000009E-06, 5.7338000000000009E-06, 5.6940000000000006E-11, 4.9712000000000008E-06
DataValue, 6.375, -4.953E-11, 5.1243E-06, 5.1243E-06, 4.953E-11, 4.7144E-06
DataValue, 6.25, -9.524E-12, 4.5552000000000009E-06, 4.5552000000000009E-06, 9.524E-12, 4.440399999999999E-06
DataValue, 6.125, 6.7756000000000011E-11, 4.0142000000000005E-06, 4.0142000000000005E-06, 6.7756000000000011E-11, 4.2004000000000013E-06
DataValue, 6, -3.3090000000000005E-11, 3.5051000000000005E-06, 3.5051000000000005E-06, 3.3090000000000005E-11, 3.9452000000000008E-06
DataValue, 5.875, -2.5844000000000003E-11, 3.0279000000000003E-06, 3.0279000000000003E-06, 2.5844000000000003E-11, 3.6444000000000019E-06
DataValue, 5.75, 6.9092000000000008E-11, 2.594E-06, 2.594E-06, 6.9092000000000008E-11, 3.3227999999999998E-06
DataValue, 5.625, -1.5132E-11, 2.1972000000000003E-06, 2.1972000000000003E-06, 1.5132E-11, 2.9819999999999996E-06
DataValue, 5.5, -4.7922000000000005E-11, 1.8485000000000002E-06, 1.8485000000000002E-06, 4.7922000000000005E-11, 2.652000000000001E-06
DataValue, 5.375, 5.6406000000000007E-11, 1.5342E-06, 1.5342E-06, 5.6406000000000007E-11, 2.3380000000000003E-06
DataValue, 5.25, -1.5740000000000002E-12, 1.264E-06, 1.264E-06, 1.5740000000000002E-12, 2.0308E-06
DataValue, 5.125, -6.2928E-11, 1.0265E-06, 1.0265E-06, 6.2928E-11, 1.7332400000000005E-06
DataValue, 5, 4.0788000000000004E-11, 8.3069E-07, 8.3069E-07, 4.0788000000000004E-11, 1.4587200000000002E-06
